 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,5300809,8,7,374,2928,193,0,46.75,72.45244746,1460,0,418.2857143,693.1831683,622.9237839,2.829756741,378629.2143,1298903.532,4888749,4,5300809,757258.4286,1822388.268,4888749,4,325453,54242.16667,90283.41212,218466,210,0,0,0,0,172,148,1.509203595,1.320553146,0,1460,206.375,481.7009965,232035.85,0,0,0,1,0,0,0,0,0,220.1333333,46.75,418.2857143,172,0,0,0,0,0,0,8,374,7,2928,8192,4699,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,19309717,17,16,8659,5204,2363,0,509.3529412,898.2657556,1460,0,325.25,495.0752805,717.9286988,1.708984135,603428.6563,1952656.511,9805472,1,19300000,1206857.313,2681768.905,9805472,3,13500000,902291.3333,2564245.47,10100000,1,0,0,0,0,352,328,0.880385766,0.828598368,0,2363,407.7352941,718.5264512,516280.2611,0,0,0,1,0,0,0,0,0,420.0909091,509.3529412,325.25,352,0,0,0,0,0,0,17,8659,16,5204,8192,12954,16,20,1907844.5,2575357.143,3728897,86792,7747012.5,2911101.342,9805472,5688553,BENIGN
443,3878453,8,9,960,4754,405,0,120.0,170.680152,1413,0,528.2222222,635.3628447,1473.267821,4.383190927,242403.3125,846257.8713,3411517,4,466936,66705.14286,56905.82951,147884,24505,3853965,481745.625,1185544.929,3411598,4,0,0,0,0,184,192,2.062678083,2.320512844,0,1413,317.4444444,499.7587915,249758.8497,0,0,0,1,0,0,0,0,1,336.1176471,120.0,528.2222222,184,0,0,0,0,0,0,8,960,9,4754,8192,14472,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115517370,16,14,531,919,447,0,33.1875,110.3601491,913,0,65.64285714,243.8914031,12.55222483,0.259701203,3983357.586,4861526.519,10000000,6,116000000,7701158.0,4132591.58,10000000,32397,110000000,8495752.385,3755923.411,10000000,971,0,0,0,0,332,424,0.138507308,0.121193895,0,913,46.77419355,179.4524468,32203.18065,0,0,0,1,0,0,0,0,0,48.33333333,33.1875,65.64285714,332,0,0,0,0,0,0,16,531,14,919,8192,946,15,20,56773.90909,81148.24527,301445,32129,9983669.182,64645.9433,10000000,9790458,BENIGN
80,115517463,16,14,531,919,447,0,33.1875,110.3601491,913,0,65.64285714,243.8914031,12.55221472,0.259700994,3983360.793,4861803.548,10000000,90,116000000,7701164.2,4132577.807,10000000,32248,110000000,8495749.923,3755894.069,10000000,751,0,0,0,0,332,424,0.138507197,0.121193797,0,913,46.77419355,179.4524468,32203.18065,0,0,0,1,0,0,0,0,0,48.33333333,33.1875,65.64285714,332,0,0,0,0,0,0,16,531,14,919,8192,946,15,20,56453.45455,81289.36067,301550,31866,9983999.091,64752.01028,10000000,9790457,BENIGN
443,5655104,8,6,380,3903,199,0,47.5,74.19279903,1460,0,650.5,681.633846,757.3689184,2.475639705,435008.0,1411532.934,5125586,4,5655104,807872.0,1906909.754,5125586,4,234758,46951.6,82705.4572,191570,48,0,0,0,0,172,132,1.41465126,1.060988445,0,1460,285.5333333,513.7862072,263976.2667,0,0,0,1,0,0,0,0,0,305.9285714,47.5,650.5,172,0,0,0,0,0,0,8,380,6,3903,8192,946,7,20,529514.0,0.0,529514,529514,5125586.0,0.0,5125586,5125586,BENIGN
443,119771609,23,21,1487,9069,718,0,64.65217391,161.4081807,1948,0,431.8571429,674.2484917,88.13440922,0.367365859,2785386.256,4374303.141,10000000,3,120000000,5444164.045,4840233.228,10000000,3,115000000,5732704.8,4953299.889,10000000,46,0,0,0,0,472,564,0.192032153,0.175333705,0,1948,234.5777778,504.5660822,254586.9313,0,0,0,1,0,0,0,0,0,239.9090909,64.65217391,431.8571429,472,0,0,0,0,0,0,23,1487,21,9069,8192,1025,22,20,409875.5833,1308374.942,4564524,31957,9571091.583,1414293.067,10000000,5085465,BENIGN
443,190805,8,4,555,3093,202,0,69.375,81.91448067,1625,2,773.25,890.805394,19118.99583,62.89143366,17345.90909,23819.27836,59934,3,190805,27257.85714,28282.96866,68327,3,69935,23311.66667,33425.56319,61640,214,0,0,0,0,172,84,41.92762244,20.96381122,0,1625,280.6153846,565.247223,319504.4231,0,0,0,1,0,0,0,0,0,304.0,69.375,773.25,172,0,0,0,0,0,0,8,555,4,3093,8192,15544,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,119115414,19,16,1958,6132,487,0,103.0526316,156.6100868,1625,2,383.25,557.3178028,67.91732261,0.293832669,3503394.529,14000000.0,58800000,17,119000000,6617523.0,19000000.0,58800000,22,119000000,7918183.0,20800000.0,59100000,188,0,0,0,0,392,324,0.159509163,0.134323506,0,1625,224.7222222,408.2853072,166696.8921,0,0,0,1,0,0,0,0,0,231.1428571,103.0526316,383.25,392,0,0,0,0,0,0,19,1958,16,6132,8192,19832,18,20,643866.0,534678.7926,1021941,265791,58700000.0,82476.93496,58800000,58700000,BENIGN
443,5301072,8,6,370,4875,189,0,46.25,71.30367652,1689,2,812.5,802.6939018,989.4225168,2.640975259,407774.7692,1329374.296,4828024,3,5301072,757296.0,1796638.023,4828024,3,240961,48192.2,65700.25076,139064,50,0,0,0,0,172,124,1.50912872,1.13184654,0,1689,349.6666667,621.1294628,385801.8095,0,0,0,1,0,0,0,0,0,374.6428571,46.25,812.5,172,0,0,0,0,0,0,8,370,6,4875,8192,30016,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,10394895,10,14,4809,10608,2232,0,480.9,925.1292342,1689,2,757.7142857,745.6958989,1483.131864,2.30882563,451951.9565,2079874.705,9992427,4,10400000,1154252.333,3314392.064,9992427,29960,10400000,797131.7692,2765179.97,9999151,4,0,0,0,0,212,284,0.962010679,1.346814951,0,2232,616.68,810.7278993,657279.7267,0,0,0,1,0,0,0,0,1,642.375,480.9,757.7142857,212,0,0,0,0,0,0,10,4809,14,10608,8192,40880,9,20,395844.0,0.0,395844,395844,9992427.0,0.0,9992427,9992427,BENIGN
443,6060230,6,4,611,153,517,0,101.8333333,204.3050823,141,0,38.25,68.55836929,126.0678225,1.650102389,673358.8889,1947492.687,5866252,3,6060230,1212046.0,2641883.92,5937875,3,161708,53902.66667,41107.15099,80956,6599,0,0,0,0,132,92,0.990061433,0.660040956,0,517,69.45454545,154.2117788,23781.27273,0,0,0,1,0,0,0,0,0,76.4,101.8333333,38.25,132,0,0,0,0,0,0,6,611,4,153,8192,55,5,20,193975.0,0.0,193975,193975,5866252.0,0.0,5866252,5866252,BENIGN
443,131,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,91603.05344,15267.17557,131.0,0.0,131,131,131,131.0,0.0,131,131,0,0.0,0.0,0,0,0,0,0,0,40,0,15267.17557,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,64209,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,11232153,13,16,4939,11984,1460,0,379.9230769,565.8489877,3149,2,749.0,934.0997092,1506.656827,2.581873662,401148.3214,1834200.87,9739122,1,1493030,124419.1667,171058.2982,572774,49,11200000,746659.2,2493310.841,9739170,1,0,0,0,0,272,324,1.157391642,1.42448202,0,3149,564.1,792.9983846,628846.4379,0,0,0,1,0,0,0,0,1,583.5517241,379.9230769,749.0,272,0,0,0,0,0,0,13,4939,16,11984,8192,40880,12,20,1493030.0,0.0,1493030,1493030,9739122.0,0.0,9739122,9739122,BENIGN
443,6109855,9,7,380,5133,193,0,42.22222222,69.12086837,1689,2,733.2857143,762.1388138,902.312739,2.618720084,407323.6667,1428757.662,5566427,1,6109855,763731.875,1942634.997,5566427,1,510988,85164.66667,101535.7373,233001,193,0,0,0,0,192,144,1.473030047,1.145690037,0,1689,324.2941176,587.1286874,344720.0956,0,0,0,1,0,0,0,0,0,344.5625,42.22222222,733.2857143,192,0,0,0,0,0,0,9,380,7,5133,8192,30016,8,20,543379.0,0.0,543379,543379,5566427.0,0.0,5566427,5566427,BENIGN
443,10366789,8,11,2939,7858,1460,0,367.375,586.6712239,1689,2,714.3636364,767.5994102,1041.498964,1.8327758,575932.7222,2351300.503,9996224,3,370562,52937.42857,49218.03499,156645,49,10300000,1033443.8,3149885.95,9996464,3,0,0,0,0,172,224,0.771695074,1.061080726,0,1689,539.85,694.5575854,482410.2395,0,0,0,1,0,0,0,0,1,568.2631579,367.375,714.3636364,172,0,0,0,0,0,0,8,2939,11,7858,8192,35040,7,20,370562.0,0.0,370562,370562,9996224.0,0.0,9996224,9996224,BENIGN
443,11079207,12,17,4925,11982,2366,0,410.4166667,877.0422876,1689,2,704.8235294,736.8449833,1526.011744,2.617515857,395685.9643,1833464.654,9736697,4,1342506,122046.0,140083.3289,449130,19472,11000000,690431.625,2416248.965,9736827,4,0,0,0,0,252,344,1.08311001,1.534405847,0,2366,563.5666667,789.7306255,623674.4609,0,0,0,1,0,0,0,0,1,583.0,410.4166667,704.8235294,252,0,0,0,0,0,0,12,4925,17,11982,8192,40880,11,20,1342506.0,0.0,1342506,1342506,9736697.0,0.0,9736697,9736697,BENIGN
443,121,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,99173.55372,16528.92562,121.0,0.0,121,121,121,121.0,0.0,121,121,0,0.0,0.0,0,0,0,0,0,0,40,0,16528.92562,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,64209,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,141,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,85106.38298,14184.39716,141.0,0.0,141,141,141,141.0,0.0,141,141,0,0.0,0.0,0,0,0,0,0,0,40,0,14184.39716,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,64203,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,91,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,131868.1319,21978.02198,91.0,0.0,91,91,91,91.0,0.0,91,91,0,0.0,0.0,0,0,0,0,0,0,40,0,21978.02198,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,64202,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5459292,8,5,374,3287,199,0,46.75,74.70083189,2733,0,657.4,1168.182691,670.5997774,2.38126116,454941.0,1481434.227,5154866,4,5459292,779898.8571,1931240.8,5154866,4,280318,70079.5,103569.4577,224366,1684,0,0,0,0,184,112,1.465391483,0.915869677,0,2733,261.5,718.9025557,516820.8846,0,0,0,1,0,0,0,0,0,281.6153846,46.75,657.4,184,0,0,0,0,0,0,8,374,5,3287,8192,60,6,20,304422.0,0.0,304422,304422,5154866.0,0.0,5154866,5154866,BENIGN
443,60273466,13,16,3225,4033,2012,0,248.0769231,578.7587957,1460,0,252.0625,454.8931697,120.4178303,0.481140408,2152623.786,4142124.3,10000000,4,50400000,4199351.5,5100356.684,10000000,585,60200000,4016629.4,5024147.54,10000000,4,0,0,0,0,284,392,0.215683631,0.265456777,0,2012,241.9333333,497.7231562,247728.3402,0,0,0,1,0,0,0,0,1,250.2758621,248.0769231,252.0625,284,0,0,0,0,0,0,13,3225,16,4033,8192,43,11,20,105261.6667,199030.0427,511530,23899,9940315.333,103610.846,10000000,9767743,BENIGN
443,569290,23,33,773,57674,337,0,33.60869565,81.16130915,4380,0,1747.69697,986.5978628,102666.4793,98.36814277,10350.72727,31439.03762,211229,9,569070,25866.81818,51662.80829,236263,177,545196,17037.375,45474.45656,224792,47,0,0,0,0,484,672,40.4012015,57.96694128,0,4380,1025.385965,1135.348039,1289015.17,0,0,0,1,0,0,0,0,1,1043.696429,33.60869565,1747.69697,484,0,0,0,0,0,0,23,773,33,57674,8192,62,21,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,126518,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,142.2722458,23.71204097,63259.0,5567.758795,67196,59322,126518,63259.0,5567.758795,67196,59322,0,0.0,0.0,0,0,0,0,0,0,60,0,23.71204097,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,8.0,6.0,0.0,60,0,0,0,0,0,0,3,18,0,0,78,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,197950,6,7,1568,3362,913,0,261.3333333,376.0413098,1460,0,480.2857143,621.101901,24905.27911,65.67314979,16495.83333,18173.18423,57985,48,165870,33174.0,29721.65602,84357,6523,173937,28989.5,36176.94693,90017,48,0,0,0,0,132,152,30.31068452,35.36246527,0,1460,352.1428571,504.5994386,254620.5934,0,0,0,1,0,0,0,0,1,379.2307692,261.3333333,480.2857143,132,0,0,0,0,0,0,6,1568,7,3362,8192,63,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,72016,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,166.6296379,27.77160631,72016.0,0.0,72016,72016,72016,72016.0,0.0,72016,72016,0,0.0,0.0,0,0,0,0,0,0,40,0,27.77160631,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5632981,8,5,384,3013,203,0,48.0,75.36387918,1460,0,602.6,709.1556952,603.0554692,2.30783665,469415.0833,1533395.751,5335480,3,5632981,804711.5714,1999394.981,5335480,3,76103,19025.75,21380.57579,44041,236,0,0,0,0,172,112,1.420207169,0.887629481,0,1460,242.6428571,485.257522,235474.8626,0,0,0,1,0,0,0,0,0,261.3076923,48.0,602.6,172,0,0,0,0,0,0,8,384,5,3013,8192,60,7,20,297498.0,0.0,297498,297498,5335480.0,0.0,5335480,5335480,BENIGN
443,118141051,16,17,874,6090,209,0,54.625,71.03133112,1430,0,358.2352941,547.9540959,58.94648762,0.279327124,3691907.844,14400000.0,58800000,1,118000000,7876070.067,20600000.0,58800000,4,118000000,7368230.75,20000000.0,59100000,1,0,0,0,0,332,352,0.135431333,0.143895791,0,1430,204.8235294,414.9751705,172204.3922,0,0,0,1,0,0,0,0,1,211.030303,54.625,358.2352941,332,0,0,0,0,0,0,16,874,17,6090,8192,180,15,20,394429.0,207367.5489,541060,247798,58600000.0,358180.6974,58800000,58300000,BENIGN
80,116878626,20,17,960,3190,435,0,48.0,132.3691012,796,0,187.6470588,347.8420872,35.5069198,0.316567719,3246628.5,4619473.382,10000000,27,117000000,6151506.632,4786255.823,10000000,724,111000000,6963528.75,4662855.017,10000000,640,0,0,0,0,436,484,0.171117686,0.145450033,0,796,109.2105263,257.8636931,66493.68421,0,0,0,1,0,0,0,0,0,112.1621622,48.0,187.6470588,436,0,0,0,0,0,0,20,960,17,3190,8192,290,17,20,147586.5455,411460.9624,1388188,23426,9981200.091,67594.43115,10000000,9777813,BENIGN
80,118898277,18,16,954,2394,435,0,53.0,138.9862456,796,0,149.625,320.6952603,28.15852411,0.285958728,3602978.091,4696021.125,10000000,17,119000000,6994016.294,4383976.344,10000000,13058,113000000,7551953.067,4291621.327,10000000,887,0,0,0,0,384,464,0.151389915,0.134568813,0,796,95.65714286,240.0721635,57634.6437,0,0,0,1,0,0,0,0,0,98.47058824,53.0,149.625,384,0,0,0,0,0,0,18,954,16,2394,8192,290,16,20,319812.3636,982388.1273,3281824,23472,9978312.455,82311.72834,10000000,9730476,BENIGN
443,213175,7,8,1234,5825,889,0,176.2857143,323.8233646,2041,0,728.125,808.7799343,33113.63903,70.36472382,15226.78571,23480.27318,85458,3,213078,35513.0,37562.39784,109911,5401,189570,27081.42857,42978.27123,115988,3,0,0,0,0,152,172,32.83687112,37.5278527,0,2041,441.1875,660.9370337,436837.7625,0,0,0,1,0,0,0,0,1,470.6,176.2857143,728.125,152,0,0,0,0,0,0,7,1234,8,5825,8192,12,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5250232,9,6,382,5477,201,0,42.44444444,71.73581935,2041,0,912.8333333,844.0877719,1115.950686,2.857016604,375016.5714,1308183.336,4916408,3,5250232,656279.0,1723144.429,4916408,3,310023,62004.6,92338.14028,222530,50,0,0,0,0,204,132,1.714209963,1.142806642,0,2041,366.1875,656.9575551,431593.2292,0,0,0,1,0,0,0,0,0,390.6,42.44444444,912.8333333,204,0,0,0,0,0,0,9,382,6,5477,8192,8,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,30547,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,392.8372672,65.47287786,30547.0,0.0,30547,30547,30547,30547.0,0.0,30547,30547,0,0.0,0.0,0,0,0,0,0,0,40,0,65.47287786,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117214293,16,17,1045,4751,385,0,65.3125,104.0408373,1430,0,279.4705882,485.3041724,49.44789455,0.281535631,3662946.656,14300000.0,58200000,3,117000000,7814286.2,20400000.0,58300000,48,117000000,7322682.062,19800000.0,58300000,3,0,0,0,0,356,352,0.136502124,0.145033507,0,1430,170.4705882,362.5941245,131474.4991,0,0,0,1,0,0,0,0,1,175.6363636,65.3125,279.4705882,356,0,0,0,0,0,0,16,1045,17,4751,8192,180,13,20,460687.0,220464.5807,616579,304795,58000000.0,328565.6512,58200000,57800000,BENIGN
443,61022556,14,18,740,4584,361,0,52.85714286,106.3404237,1460,0,254.6666667,471.5268067,87.24642737,0.524396258,1968469.548,4000937.157,10000000,3,60500000,4657066.923,5169538.284,10000000,6785,61000000,3588088.353,4902004.084,10000000,3,0,0,0,0,304,444,0.229423363,0.294972895,0,1460,161.3333333,365.4754324,133572.2917,0,0,0,1,0,0,0,0,1,166.375,52.85714286,254.6666667,304,0,0,0,0,0,0,14,740,18,4584,8192,66,12,20,89675.16667,158788.6385,413801,24647,10000000.0,3945.044372,10000000,9996668,BENIGN
55013,23967,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,500.6884466,83.44807444,23967.0,0.0,23967,23967,23967,23967.0,0.0,23967,23967,0,0.0,0.0,0,0,0,0,0,0,40,0,83.44807444,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,292,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53382,4,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,7750000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,287,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
36712,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,10300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,287,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
36709,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,10300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,287,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
8992,246,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,48780.4878,8130.081301,246.0,0.0,246,246,246,246.0,0.0,246,246,0,0.0,0.0,0,0,0,0,0,0,40,0,8130.081301,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,8711,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
8991,315,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,38095.2381,6349.206349,315.0,0.0,315,315,315,315.0,0.0,315,315,0,0.0,0.0,0,0,0,0,0,0,40,0,6349.206349,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,10227,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
9055,21,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,571428.5714,95238.09524,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,47619.04762,47619.04762,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,23,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
34838,2951,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4066.418163,677.7363606,2951.0,0.0,2951,2951,2951,2951.0,0.0,2951,2951,0,0.0,0.0,0,0,0,0,0,0,40,0,677.7363606,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,20,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
42176,11,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,181818.1818,11.0,0.0,11,11,11,11.0,0.0,11,11,0,0.0,0.0,0,0,0,0,0,0,64,0,181818.1818,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,237,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
42204,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,235,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
59088,60,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,33333.33333,60.0,0.0,60,60,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16666.66667,16666.66667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,260,240,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
46705,206,3,1,31,6,31,0,10.33333333,17.89785834,6,6,6.0,0.0,179611.6505,19417.47573,68.66666667,117.2021046,204,1,2,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,96,20,14563.1068,4854.368932,0,31,7.4,13.44618905,180.8,0,0,0,0,1,0,0,0,0,9.25,10.33333333,6.0,96,0,0,0,0,0,0,3,31,1,6,31,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
46703,69,3,1,31,6,31,0,10.33333333,17.89785834,6,6,6.0,0.0,536231.8841,57971.01449,23.0,22.0,45,1,46,23.0,31.11269837,45,1,0,0.0,0.0,0,0,0,0,0,0,96,20,43478.26087,14492.75362,0,31,7.4,13.44618905,180.8,0,0,0,0,1,0,0,0,0,9.25,10.33333333,6.0,96,0,0,0,0,0,0,3,31,1,6,31,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
46704,85,3,1,31,6,31,0,10.33333333,17.89785834,6,6,6.0,0.0,435294.1176,47058.82353,28.33333333,45.6216323,81,1,4,2.0,1.414213562,3,1,0,0.0,0.0,0,0,0,0,0,0,96,20,35294.11765,11764.70588,0,31,7.4,13.44618905,180.8,0,0,0,0,1,0,0,0,0,9.25,10.33333333,6.0,96,0,0,0,0,0,0,3,31,1,6,31,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
37160,49,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,244897.9592,40816.32653,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20408.16327,20408.16327,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,8190,29200,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
8988,97,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,123711.3402,20618.5567,97.0,0.0,97,97,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,10309.27835,10309.27835,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,335,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
8971,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,946,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
9000,4,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0.0,0.0,10800000.0,750000.0,2.0,1.414213562,3,1,4,2.0,1.414213562,3,1,0,0.0,0.0,0,0,0,0,0,0,60,0,750000.0,0.0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0.0,60,0,0,0,0,0,0,3,43,0,0,946,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
